dmel	dsim
CG34457	GD11212
CG34458	GD28345
CG34459	GD29173
CG34460	GD11222
CG34462	GD14080
RYa	GD27630
CG41242	GD28972
snama	GD27448
Dbp21E2	GD23047
Prosalpha2	GD18834
rumi	GD18424
CG6084	GD12789
psd	GD22619
Vm26Ac	GD22621
ALiX	GD18063
Myo31DF	GD22248
se	GD14100
tef	GD25499
Tpi	Tpi
tum	GD25736
Sec61alpha	GD22572
Tab2	GD11443
Invadolysin	GD18672
alph	GD21442
spn-F	GD21567
Orct2	GD21082
t	GD16075
tw	GD16529
sra	GD19080
poly	GD20507
lap	GD19919
Alg-2	GD12853
Mer	GD28279
stl	GD11705
mib2	GD24174
AsnRS	GD21774
l(2)37Cb	GD21776
l(2)37Cd	GD24186
DCTN6-p27	GD24187
l(2)37Cg	GD21773
PIG-Q	GD24833
su(r)	GD16077
l(2)k09022	GD23435
RpS25	GD20677
Cpr47Eg	GD25926
Spt-I	GD10944
CG12484	GD11514
CG9853	GD19681
CG34112	GD19683
CG33342	GD21098
Ino80	GD20113
jing	GD10410
shrb	GD10100
IKKepsilon	GD24274
CG13272	GD24086
Tango13	GD17135
fne	GD17091
spin	GD11163
jeb	GD25042
p	GD20853
vvl	GD13969
Spf45	GD17712
l(3)L1231	GD20408
Desat1	Desat1
Plp	GD12579
UK114	GD21964
iav	GD28937
Bre1	GD17597
hd	GD19621
frtz	GD28664
stops	GD16578
pix	GD12951
ncm	GD21833
stv	GD14453
RpL30	GD21790
mol	GD21978
Egm	GD25894
cbs	GD10966
chinmo	chinmo
Pcmt	GD19608
nAChRalpha7	GD29110
stmA	GD10138
Vps36	GD12653
CG17078	GD22972
CG11555	GD23012
pea	GD26959
dgo	GD25955
Nacalpha	GD25812
sls	GD13415
Cyt-c-d	GD24072
egg	GD24920
CG31751	GD24148
mbm	GD22973
Rab26	GD14951
snky	GD14434
apolpp	GD24418
rtp	GD19636
bbg	GD12620
e(y)3	GD15571
5-HT2A	GD19740
Karybeta3	GD19744
Spc25	mitch
AGO2	AGO2
Sbp2	GD14076
alphaTub67C	GD14204
CG42231	GD21914
rdo	GD24124
psidin	GD19332
puc	GD18513
cnir	GD22782
eater	GD18096
Vrp1	GD25144
Tb	GD21298
gfzf	GD19500
Prosbeta7	GD19625
kra	GD19602
CG42232	GD20285
CG42233	GD16239
CG42235	GD21250
vari	GD21680
Chd1	GD22786
beta-Spec	GD15677
alpha-Spec	GD13438
alphaSnap	GD14872
UQCR-C2	GD14647
Jon65Aiv	GD13922
CG33521	GD24424
meigo	GD19404
CG14644	GD19693
CG34222	GD26945
gish	GD19086
CG33655	GD25206
CG34241	GD14357
CG34160	GD27247
whip	GD15281
CG12547	GD29186
BG642167	GD27338
Dup99B	GD17687
CG34461	GD14078
CG33308	GD23981
CG15394	GD23163
CG8628	GD13994
dUTPase	GD23751
roh	GD25053
CG2016	GD27194
CG17242	GD22848
CG17575	GD25810
Prosalpha6	GD23664
CG4218	GD22001
CG1288	GD19496
glob2	GD19540
CG14034	GD22660
26-29-p	GD14469
rig	GD25262
CG33981	GD25437
CG42237	GD17099
CG42238	GD27725
CG42239	GD11293
CG42240	GD24755
pot	GD24644
ttm50	GD16356
lmgA	GD22391
CG34434	GD24590
Pgk	GD22810
Cht10	GD17715
beat-VII	GD18125
Octbeta3R	GD20558
CG42245	GD13697
CG42246	GD16155
DCX-EMAP	GD14508
CG42249	GD17000
futsch	GD16559
mmd	mmd
Ndae1	GD22503
DNApol-alpha180	GD19968
glo	GD20630
CG42255	GD12774
CG42258	GD17080
CG42260	GD25105
fid	GD27209
CG42263	GD28546
CG42264	GD16232
CG42265	GD16249
CG42266	GD21916
Clbn	GD21177
RunxB	GD17495
CG42268	GD12896
CG42269	GD13929
CG42271	GD15857
CG42272	GD13903
mnb	GD15658
alpha-Man-Ia	GD24646
Pde9	GD15869
corn	GD13086
Nedd4	GD14716
ome	GD14501
bun	GD22110
5PtaseI	GD18243
CG42284	GD11706
CG42287	GD11002
CG42288	GD29577
Ir7f	GD28059
Ir7e	GD28276
Ir7d	GD16143
CG42296	GD22878
Ir94d	GD28684
Ir94e	GD21016
CG42302	GD29461
Snup	GD29084
CG42304	GD13702
CG42306	GD25371
CG42307	GD29513
CG42308	GD16827
Mlp60A	GD15459
prom	GD24959
grh	GD11322
cno	GD19640
CG42313	GD21980
PMCA	GD24384
Ir93a	GD20027
RhoGAP102A	GD15476
CG42319	GD10959
CG42321	GD25762
CG42322	GD19372
CG42323	GD17394
CG42324	GD13772
CG42326	GD10156
CG42327	GD18772
C3G	GD16179
CG42329	GD23089
lectin-22C	GD22877
CCKLR-17D1	GD15623
CG42331	GD21129
comm3	GD12549
CG42335	GD20895
CG42337	GD12141
CG42339	GD16006
CG42340	GD16192
Pka-R1	GD14914
CG42342	GD19107
DIP-beta	GD15495
Mob2	GD12801
Mob3	GD23671
Mob4	GD10311
DNApol-alpha60	GD12199
CG42346	GD17556
sqa	GD10055
Pkcdelta	GD17078
Jabba	GD25361
crb	GD21088
CG42353	GD28288
CG42354	GD27889
CG42355	GD13416
CG42356	GD29458
CG42357	GD27962
Nsun5	GD20129
CG42359	GD27802
CG42361	GD11883
CG42366	GD23640
CG42367	GD23641
DIP-epsilon	GD22581
CG42369	GD22580
CG42370	GD28754
CG42371	GD22862
CG42372	GD20369
CG42374	GD14793
CG42375	GD28378
CG42376	GD16495
CG42379	GD29101
CG42380	GD25176
CG42381	GD27362
CG42383	GD24956
tal-AA	GD29079
Nost	GD16922
CG42389	GD24066
CG42390	GD20924
CG42391	GD29386
CG42394	GD18716
CG42360	GD11884
wech	GD15308
CG42397	GD12757
mmy	GD22574
pzg	GD14946
zld	GD15563
bora	GD14759
sinah	GD14672
loopin-1	GD11203
CG42399	GD22984
CG42402	GD22491
Ca-beta	GD22184
CG42404	GD19000
Hip14	GD14587
CG34309	GD18904
CG34229	GD10816
out	GD15584
Cap-G	GD10940
Fs	GD25629
NimC1	GD22023
CG42445	GD27309
CG42446	GD20295
inaF-B	GD15974
Skadu	Skadu
45539	GD15733
CG42449	GD16743
CG42450	GD17409
CG42455	GD14229
CG42456	GD27854
CG42458	GD14016
Nop60B	GD11839
cwo	GD18691
Sfp23F	GD27782
CG42460	GD27386
Sfp24Ba	GD29497
Sfp24Bb	GD28839
Sfp24Bd	GD22739
CG42465	GD28686
Sfp24C1	GD28526
CG42467	GD28118
Sfp26Ac	GD29245
Sfp33A1	GD27011
Sfp33A3	GD27946
Sfp51E	GD28445
Sfp53D	GD25522
Sfp60F	GD27824
Sfp65A	GD27358
Sfp70A4	GD28201
Sfp77F	GD27721
Sfp84E	GD29236
Sfp87B	GD18808
Tdc1	GD10313
vlc	GD28128
CG17337	GD10382
l(2)35Cc	GD26984
kuz	GD15481
Mppe	GD25866
nab	GD13289
CG42487	GD18043
CG42488	GD21219
CG42489	GD20855
CG42492	GD16251
CG17571	GD21711
CG17570	GD21710
Dys	GD19294
Snmp1	GD20002
wtrw	GD19956
drd	GD24816
CG42493	GD10813
NimC4	GD23952
pds5	GD10832
CG42494	GD27833
CG42495	GD28481
flr	GD14448
CG42496	GD16924
CG42497	GD25173
CG42502	GD27869
CG42503	GD18231
CG42504	GD27132
CG42505	GD20609
CG42507	GD12605
Xport-B	GD20093
CG42511	GD18613
CG42512	GD17292
E(var)3-9	anon-EST:fe1E9
mtg	GD18525
CG42514	GD12465
CG42516	GD10187
CG42518	GD15439
CG17147	GD14860
CG42521	GD27772
Su(var)3-3	GD14861
Pbp49	GD10188
gwl	GD19248
elav	GD16475
MED9	GD27015
mRpS23	GD22035
CG42523	GD23298
CG42524	GD27599
CG42525	GD13350
CG42526	GD28763
CG42531	GD28114
Pp2A-29B	GD23530
spdo	GD27745
RpS12	GD14423
rhea	GD14103
Not10	GD18846
GABA-B-R1	GD23988
CalpC	GD17276
CG14042	GD12020
CG13984	GD23399
CG10332	GD27739
CG4806	GD24928
PGRP-LD	GD13901
CG14106	GD12663
Rcd7	GD14811
CG12163	GD19635
CG9288	GD18931
Indy-2	GD19335
CG7071	GD20938
CG7950	GD21503
SP555	GD12021
CG30283	GD25188
CG32295	GD28352
CG32454	GD29462
Ziz	GD22490
CG42534	GD15190
qvr	GD10799
dl	dl
eIF4G2	GD18348
Diap1	GD12518
gammaTub23C	GD23196
Antp	GD19515
CG42535	GD27200
CG42536	GD27702
CG42538	GD14590
Rrp40	GD23107
serp	GD12255
l(3)76BDm	GD12265
CG42540	GD13852
CG42541	GD16319
CG42542	GD18991
Mp	GD13988
CG3281	GD20620
CG12213	GD20619
GC1	GD18793
Tango9	GD20618
mfas	GD20613
Ect3	GD18795
Chchd2	GD17330
CG5004	GD17329
Utx	GD22282
Mulk	GD28509
Pdfr	GD27554
CG42553	GD13573
CG42554	GD13574
CG42556	GD28492
CG42557	GD21484
CG42558	GD21485
CG42559	GD25032
CG42560	GD28836
CG42561	GD29051
CG42562	GD11302
CG42564	GD19871
CG42565	GD11686
CG42566	GD11687
Larp7	GD24774
DnaJ-60	GD27191
CG42570	GD14570
CG42571	GD27644
GatA	GD20138
wisp	GD22232
mxc	GD29591
2mit	GD20521
ctrip	GD19654
NaPi-III	GD14287
Gprk1	GD17695
p120ctn	GD27655
inaF-D	GD15976
gkt	GD23212
Sec22	GD16531
Membrin	GD13885
Bet1	GD14792
Ykt6	GD16871
Bet3	GD12923
Bet5	GD28962
Trs23	GD23559
Vti1a	GD13516
dnr1	GD25123
Ir76a	GD14827
cuff	GD10820
rempA	GD22951
Vps15	GD20813
scny	GD13899
tay	GD24672
lsn	GD20899
app	GD12736
bond	GD20962
Rbp6	GD12423
Atg1	GD12695
MCPH1	GD25875
Baldspot	GD12451
pic	GD18880
Vmat	GD25754
CG42588	GD14409
CG42590	GD29412
CG42591	GD13024
CG42592	GD17630
Ubr3	GD16872
CG42594	GD16710
alc	GD10101
RfC4	GD13291
mei-38	GD28340
vtd	GD22816
yata	GD21461
Incenp	GD15339
CG42597	GD21621
asl	GD28458
TER94	GD10706
Pif1A	GD20841
clos	GD10064
wol	GD22423
stj	GD10984
Dscam3	GD20229
Vps45	GD18625
Cad86C	GD18713
Sfp24Bc	GD29275
Sfp26Ad	GD27720
Sfp38D	GD28965
Sfp78E	GD28391
Sfp96F	GD27057
Rbsn-5	GD23509
Cpsf73	GD20157
LSm1	GD25220
LSm7	GD21898
Syt12	GD17118
Syt14	GD19687
Sytalpha	GD12033
Sytbeta	GD12588
Atg13	GD18541
mrn	GD12553
BHD	GD14000
APP-BP1	GD14283
Xrp1	GD19257
Prp19	GD25391
Alh	GD19503
Hr39	GD24312
Psa	GD13621
inaE	GD17147
sing	GD17295
rgn	GD14957
mgl	GD24659
plx	GD19813
CG42613	GD19260
zuc	GD22146
CG42615	GD15379
Cul3	GD21965
conv	GD11036
SelD	GD25689
Ero1L	GD28835
Opa1	GD25694
rtv	GD24538
grp	GD24070
lqfR	GD20947
SREBP	GD14826
bou	GD16825
Ppcs	GD20133
Mat89Ba	GD20301
ymp	GD18188
CheB98a	GD21381
CheA84a	GD20888
CheA86a	GD15112
CheB74a	GD12386
verm	GD12256
Ccdc56	GD28014
CG42633	GD29091
CG42634	GD24123
CG42635	GD24122
PPO3	GD11733
CG33228	GD24927
mRpL37	GD20703
mtTFB1	GD14323
IntS6	GD16237
scra	GD10494
Gpa2	GD27627
CG17528	GD17699
alpha-Est5	GD19472
Prosalpha3	GD11553
Prosalpha3T	GD16600
Rpn3	GD29556
didum	GD10485
Ir75c	GD12371
Ir75b	GD27924
hkb	GD19684
DhpD	GD19697
CSN8	GD23529
SdhA	GD25325
CG3638	GD28798
sgl	GD13103
CG13377	GD16487
hpo	GD25317
RhoGAP18B	GD15602
slim	GD11384
nero	GD16326
CG42649	GD28285
CG42650	GD19934
CG42654	GD27621
CG42655	GD27887
CG42656	GD29257
haf	GD23104
NimA	GD23941
CG42658	GD22847
lic	lic
NT1	NT1
ms(2)34Fe	GD23958
nbs	GD12898
CG42659	GD27103
cdm	GD20201
l(2)34Fc	GD22011
l(2)34Fd	GD22010
CG42660	GD26998
CG42661	GD29619
CG42662	GD29106
CG42663	GD10916
Exn	GD14683
rdgA	GD16920
CG42668	GD19346
ps	GD18616
CG42671	GD14297
CG42672	GD11586
CG42673	GD14192
CG42674	GD12217
Thor	Thor
CG42675	GD19826
CG42676	GD13650
wb	GD23957
Reep1	GD11726
Lmpt	GD14678
CG42681	GD28737
CG42682	GD29525
CG42684	GD17363
CG42685	BG:DS07721.6
CoRest	GD17446
kug	GD14851
tobi	GD18201
CG42692	GD26809
CG42693	GD29473
CG42697	GD25382
pdm3	GD10557
RpS6	GD16145
RpS24	GD25118
RpS26	GD21834
RpS29	GD18649
RpL8	GD13692
RpL37A	GD12023
eIF2alpha	GD15749
CG42699	GD16751
CG42700	GD10851
CngA	GD25555
CG42703	GD25081
CG42704	GD27898
nej	GD16050
larp	GD18036
I-3	GD24438
GLS	GD25822
CG42710	GD28500
CG42711	GD29225
CG42714	GD27791
CG42716	GD27715
CG42717	GD29501
CG42718	GD28587
CG42724	GD19549
Axud1	GD23148
salm	GD22176
tinc	GD19189
tweek	GD24095
nemy	GD25823
CG42709	GD14405
Npc1b	GD17503
CG42726	GD28497
CG42727	GD19016
CG42728	GD17571
CG42729	GD12555
B9d2	GD26014
CG42733	GD26835
tctn	GD27278
SLO2	GD25995
gce	GD17204
CG42740	GD28075
CG42741	GD25089
nocte	GD24549
Cpn	GD20599
fwe	GD12536
Dbx	GD13658
mi	GD11771
brun	GD21691
Ank2	GD13038
SmD2	GD19551
SmE	GD29032
SNRPG	GD15738
snRNP-U1-C	GD20140
Trf2	GD27042
kcc	GD11810
Dhc64C	GD13229
dsx-c73A	GD12468
LanB1	GD23490
CG42747	GD13957
CG42749	GD24749
CG42750	GD21841
CG42752	GD27179
CG42753	GD27687
cu	GD26876
pico	GD15562
CG42758	GD27400
CG42759	GD27231
Bsg	GD23503
Asx	GD11058
CG42762	GD27480
CG42763	GD29213
CG42764	GD28900
Msp300	GD23326
pre-mod(mdg4)-Z	GD19416
pre-mod(mdg4)-Y	GD19417
pre-mod(mdg4)-X	GD19419
pre-mod(mdg4)-W	GD27189
pre-mod(mdg4)-V	GD19420
CG42778	GD28324
CG42780	GD29315
CG42781	GD26926
Xpd	GD11571
aPKC	GD25642
CG42787	GD26810
CG42788	GD20384
CG42789	GD18118
CR42790	GD28453
whd	GD25979
dpr2	GD28971
scaf6	GD12428
sdt	GD16886
l(2)35Be	GD21977
osa	GD20218
CG42795	GD18677
5-HT2B	GD15145
vnd	GD16514
CG42797	GD16956
CG42798	GD28236
SmD1	GD12704
mtRNApol	GD22928
srw	GD13268
TfAP-2	GD14977
east	GD16582
kdn	GD28696
mid	GD23341
CG42806	GD27988
l(2)gd1	GD23762
Ire1	GD20099
Ptpmeg	GD13561
RASSF8	GD21229
Pxt	GD19183
Gprk2	GD21578
CG42807	GD25749
CG42808	GD27874
CG42809	GD28567
CG42810	GD23901
CG42811	GD26873
CG42812	GD18294
CG42813	GD18086
CG42814	GD28992
CG42816	GD12378
CG42817	GD24043
CG42818	GD26844
CG42819	GD29336
CG42820	GD22409
CG42823	GD20234
CG42824	GD27142
CG42826	GD28954
CG42827	GD21015
CG42828	GD28507
CG42830	GD28817
CadN2	GD21851
CG42831	GD28903
CG42832	GD28440
CG42833	GD28247
CG42835	GD19161
CG42837	GD11172
d	GD23548
CG42841	GD13417
CG42846	GD28837
Spn77Ba	GD14873
Csk	GD20649
CG42851	GD11900
CG42853	GD28883
CG42854	GD15687
CG42855	GD11402
Sik3	GD11404
CG42857	GD20750
f	GD17341
sro	GD21466
RanBPM	GD10740
CG17683	GD17698
RNASEK	GD17680
IntS3	GD27614
Sec23	GD19806
Sec24CD	GD22860
kibra	GD20405
trh	GD25707
CG42866	GD27291
CG42867	GD28170
CG42869	GD28793
CG42870	GD27993
MtnE	GD29574
CG42876	GD27722
CG9932	GD22090
calypso	GD25561
ana1	GD21108
magu	GD10710
CG42878	GD28514
CG43049	GD28728
CG43050	GD27444
CG43052	GD23960
CG43054	GD28874
CG43055	GD29234
CG43056	GD26865
CG43057	GD28941
CG43058	GD25747
CG43059	GD27547
CG43060	GD29303
CG43062	GD29197
CG43063	GD18884
CG43064	GD28156
Scox	GD22674
Tl	Tl
bru2	GD23831
CG43066	GD11389
FoxP	GD20769
CG43068	GD28841
CG43069	GD28449
CG43070	GD28999
CG43071	GD27130
CG43072	GD27447
Rbp	GD19022
CG43074	GD27800
CG43076	GD15815
CG43077	GD26925
CG43078	GD14106
nrm	GD15064
Vha44	GD25545
Vha14-1	GD25605
Vha16-4	GD25509
VhaPPA1-2	GD20392
VhaAC45	GD10644
Ltn1	GD12272
Rab8	GD12244
Mi-2	GD12243
ver	GD14384
nsl1	GD19048
CG43082	GD29518
CG43083	GD28988
CG43084	GD29239
CG43085	GD12390
CG43088	GD27927
CG43089	GD29572
CG43090	GD27925
CG43091	GD27816
CG43092	GD29220
CG43093	GD29523
CG43094	GD28682
CG43095	GD26874
CG43098	GD28335
CG43101	GD27848
Mdh2	GD19217
wcd	GD25543
CG43102	GD20215
CG43103	GD25491
CG43106	GD27628
CG43107	GD25490
CG43108	GD29060
CG43109	GD27334
CG43110	GD25474
CG43111	GD28969
CG43112	GD10780
CG43116	GD27455
Ect4	GD14050
CG43120	GD28760
CG43121	GD12612
cic	GD19345
CG43123	GD10474
CG43125	GD28055
CG43127	GD12859
Shab	GD13713
CheA46a	GD10679
CheA56a	GD11401
mtsh	GD22420
SmydA-3	GD23739
SmB	GD22258
CG43131	GD26949
CG43133	GD28878
CG43134	GD16678
CG43135	GD27796
CG43138	GD16850
CG43139	GD18078
pyd	GD20836
CG43143	GD18682
DNA-ligI	GD11806
CG43145	GD29122
Tmhs	GD13656
dati	GD24383
Nup160	Nup160
Myc	GD16640
CG43149	GD13542
CG43153	GD22168
CG43155	GD17026
CG43156	GD28952
fzr	GD16281
Sap130	GD14406
Arp3	GD17591
Skeletor	GD18700
CG43163	GD12985
CG43165	GD28555
Pal2	GD11785
dtn	GD16787
mbf1	GD14645
Src64B	Src64B
eIF4H1	GD17286
Vha16-1	GD10321
mub	GD17651
norpA	GD16687
AGO1	AGO1
Evi5	GD15988
Fs(2)Ket	GD12040
Mdh1	GD22263
CG43167	GD29167
CG43168	GD29136
CG43169	GD27422
twr	GD19887
CG43179	GD28447
CG43181	GD28905
CG43182	GD28727
CG43183	GD10578
CG43184	GD27990
CG43185	GD27550
CG43187	GD11190
CG43188	GD26893
CG43189	GD27368
CG43190	GD10817
CG43191	GD27114
CG43192	GD10967
hemo	GD27392
CG43195	GD27909
CG43198	GD26918
CG43202	GD27917
CG43203	GD27578
CG43204	GD28907
CG43206	GD28053
CG43207	GD29231
CG43208	GD28740
CG43209	GD28387
CG43210	GD27084
CG43218	GD27349
CG43222	GD18281
S6kII	GD17550
Ptr	GD10331
Gfrl	GD20071
axo	GD13240
lute	GD19151
milt	GD23451
CG43229	GD24686
CG43230	GD29541
CG43231	GD27469
CG43232	GD28176
CG43233	GD29524
CG43235	GD27593
CG43237	GD27129
CG43244	GD20594
CG43248	GD27815
CG43249	GD14618
CG43254	GD29332
CG43255	GD28459
Rabex-5	GD13604
CG43267	GD29326
Rpb12	GD25636
RpII140	GD18948
CG43271	GD27835
CG43272	GD27933
CG43273	GD21134
CG43277	GD27243
cnc	fzo
lawc	GD24572
CG43288	GD16674
CG43290	GD28958
CG43291	GD27907
CG43292	GD26858
CG43293	GD13946
CG43294	GD14345
CG43295	GD14597
CG43296	GD27503
CG43308	GD29480
CG43312	GD28102
CG43313	GD24523
SERCA	GD24994
CG43315	GD27119
CG43317	GD20326
CG43318	GD26801
CG43320	GD21348
CG43321	GD23444
CG43322	GD23445
CG43324	GD28120
CG43325	GD29409
CG43326	GD25111
CG43327	GD25500
CG43328	GD28056
CG43329	GD26798
CG43330	GD27373
CG43331	GD12066
CG43333	GD11970
CG43335	GD19032
CG43336	GD19034
CG43337	GD13523
CG43341	GD10495
CG43342	GD20942
CG43343	GD20943
CG43345	GD21647
CG43346	GD21648
Klp54D	GD11290
CG43340	GD15350
CG43338	GD21823
CG43350	GD29561
CG43351	GD29023
HP1Lcsd	HP1Lcsd
CG43355	GD23777
psq	GD10745
DnaJ-1	DnaJ-1
BtbVII	GD13729
CG43366	GD15334
CG43367	GD13822
cac	GD15954
Mitf	GD24380
Cc2d2a	GD11286
CG43371	GD27425
5-HT1B	GD25343
CG34377	GD18475
tx	GD21279
Acsl	GD10588
CG43373	GD12464
Cht6	GD16968
mEFG1	GD22506
vret	GD18427
bin3	GD10403
Patronin	GD25467
Acn	GD24176
Galk	GD12949
Galt	GD22556
CG43376	GD23918
CG43386	GD24552
Dscam4	GD14072
Hk	Hk
bel	GD20854
Nxf3	GD29338
robls54B	GD25477
SP1029	GD17853
Cdk7	GD24595
dar1	GD29486
Coop	GD10250
Mocs1	GD14280
CG43389	GD27087
vnc	GD14230
CG43394	GD23508
Cngl	GD28122
chas	GD17345
sel	GD26011
CG43396	GD28770
Fic	GD23409
scrib	GD21289
CG43400	GD23550
Mrp4	GD18764
CG43401	GD28431
CG43402	GD28002
CG43403	GD28961
CG43427	GD19746
AP-2mu	AP-50
Unr	GD17589
CG11000	GD19824
CG42784	GD23903
CG43438	GD29481
CG43441	GD28255
Nha2	GD18419
hts	GD25323
Tet	GD13372
hppy	GD11434
sqd	GD20486
Ih	GD11037
CG6364	GD21086
CG43445	GD27206
CG43446	GD27896
CG43447	GD29158
CG43448	GD28522
CG43449	GD28405
nwk	GD14157
mld	GD21112
nclb	GD10760
Vsx1	GD16737
Vsx2	GD16257
Lpin	GD10183
lost	GD19729
Vha68-2	GD23860
l(3)72Ab	GD12528
DNApol-delta	GD12524
mib1	GD12522
Tasp1	GD12517
Zn72D	GD12514
l(3)72Dn	GD12505
Hsc20	GD14607
l(3)72Dp	GD14608
l(3)72Dr	GD14609
CG43630	GD29124
CG43638	GD14353
CG43646	GD27808
CG43647	GD29560
Lpt	GD11808
Uba3	GD10991
Myo10A	GD16995
CG43658	GD17354
CG43659	GD29021
Ada2a	GD20190
CG43666	GD25252
CG43667	GD28215
CG43668	GD25251
CG43672	GD17241
CG43673	GD28224
CG43675	GD18706
Su(var)3-9	GD20368
CG43677	GD28432
CG43678	GD27785
CG43680	GD29533
CG43689	GD16667
fok	GD21716
CG43691	GD25764
CG43693	GD12836
CG43694	GD29126
CG17684	GD27273
Hmgcr	GD21034
CG34334	GD17555
CG40486	GD26908
Gen	GD13208
Rcd5	GD13805
CG43702	GD14948
CG43703	GD27507
CG43707	GD23253
CG43709	GD27350
CG43710	GD26859
CG43711	GD29414
Dad1	GD22410
BubR1	GD10345
mRpL45	GD20969
Dark	GD11239
sick	GD24235
COX8	CoVIII
Ent2	GD23420
jvl	GD18973
dally	GD14134
ebi	GD23022
esn	GD10458
nonC	GD16819
CG43725	GD23759
jv	GD13123
qin	GD19236
Caf1-55	GD18995
CG43729	GD11116
CG43731	GD28245
cd	GD20977
spoon	GD16260
Dic61B	GD13539
CG43736	GD16821
CG43737	GD17198
cpo	GD19192
CG43740	GD24701
Ack-like	GD25790
CG43742	GD27658
GluRIB	GD14162
bru3	bru-3
MsR2	GD13679
dysc	GD12647
tgo	GD20825
Flo2	GD17182
CG43750	GD28400
Slob	GD22483
sli	GD25590
CG43759	GD24866
CG43760	GD29382
Sxl	Sxl
mwh	GD13592
Sema2b	GD11191
Det	GD19147
Cyt-b5	GD10488
CG43773	GD29157
CG43779	GD22072
CG43780	GD13072
CG43781	GD13073
CG43783	GD12955
CG43778	GD22071
spg	GD21384
Atg6	GD18327
DNApol-epsilon255	GD21012
CG43788	GD29339
CG43795	GD11766
CG43796	GD28035
CG43797	GD27282
CG43799	GD27268
SNF4Agamma	GD19405
CG43813	GD27398
CG43814	GD27682
CG43816	GD24035
CG43829	GD27718
Ca-alpha1T	GD16210
opm	GD15824
CG43841	GD17396
CG43843	GD27617
CG43844	GD20909
CG43850	GD29306
CG43851	GD26914
ab	ab
CG43861	GD21722
CG43867	GD16453
CG43885	GD27843
CG43886	GD28427
CG43894	GD29380
CG43895	GD26968
CG43896	GD14347
CG43897	GD14220
Eip93F	GD20912
how	GD20919
CkIIalpha	CkIIalpha
rdx	GD20464
CG17646	GD23112
gpp	GD19874
CG43902	GD24696
CG43915	GD29271
CG43920	GD27672
hwt	GD15928
CG43922	GD29293
CG43925	GD27807
CG43931	GD28272
Gr39a	GD28406
garz	GD10856
Glg1	GD12113
CG43935	GD21322
CG43938	GD26897
Glut1	GD13586
PsGEF	GD24611
CG43954	GD27733
Fife	GD13376
CaMKII	GD28701
Eogt	GD23152
Lst8	GD16055
ens	GD13292
mgr	GD20662
Mhc	GD24080
CG43968	GD28211
RhoGEF3	GD11011
CG43980	GD14985
CG1172	GD19780
CG43982	GD29024
CG43993	GD27570
CG43996	GD27517
CG43997	GD29285
CG43998	GD18339
CG43999	GD18338
CG44000	GD28532
CG44001	GD27711
CG44002	GD22773
CG44008	GD22151
Vti1b	GD19230
Rgk1	GD25328
CG44013	GD20342
CG44014	GD20343
Hph	GD19772
Pburs	GD22006
Pde1c	GD22155
koko	GD28191
CG44037	GD29102
CG44038	GD27471
CG44044	GD19088
Tep5	GD24225
vih	GD14382
AP-2alpha	GD22960
CG44085	GD23883
RapGAP1	GD22487
CG44088	GD19657
CG44090	GD27039
CG44094	GD28820
CG44098	GD19660
pHCl-1	GD12531
CG44102	GD27557
smt3	GD22523
Piezo	GD23510
fd3F	GD16653
Src42A	GD10390
Pcf11	GD15230
Nrg	GD16907
Slh	GD22831
CG4267	GD23140
CG44139	GD28814
ppk18	GD22338
CG44153	GD22308
koi	GD10426
Np	GD10118
CG44158	GD19212
Irk1	GD21006
Strn-Mlck	GD25583
cv-d	GD20322
St3	GD11783
CG44174	GD29413
Cdep	GD19754
CG44194	GD20527
CG44195	GD28656
eIF4E3	GD14067
Sgt1	GD20877
Oseg1	GD12991
Spn42Da	GD10292
Gr2a	GD16560
Meltrin	GD20406
CG44227	GD28840
PIG-V	GD11235
CG44242	GD11171
CG44243	GD11173
CG44245	GD11577
CG44247	GD11906
CG44249	GD11641
CG44250	GD25797
CG44251	GD25798
CG44252	GD11732
PIG-S	GD18252
Glycogenin	GD11576
Atf-2	GD11905
Trpm	GD25627
CG44257	GD28916
CG44259	GD27441
CG44261	GD20799
CG44270	GD29016
CG44271	GD22545
Vha68-1	Vha68-1
CG42688	GD27388
CG32727	GD16844
CG13639	GD18258
CG18258	GD17337
CG18234	GD14754
CG15425	GD23273
CG14717	GD18776
CG30060	GD28575
Inx3	GD18012
l(3)neo38	GD20637
SC35	GD22120
CG44286	GD27664
CG44290	GD28751
CG44296	GD29346
nac	GD20878
tn	GD11426
CG44314	GD10837
Neto	GD17129
CG44335	GD29097
CG44341	GD27184
zip	GD24899
CG44355	GD28048
Traf6	GD16124
CG44362	GD14303
mbl	GD11258
mlt	GD26002
Smr	GD15920
CG44385	GD29296
Cdc5	GD25709
yin	GD16320
CG44403	GD28910
CG44405	GD21915
CG44406	GD29519
CG44422	GD15996
Bx	GD17400
Ric	GD25569
Prosalpha4T1	Pros28.1A
beat-IIIa	GD24099
CG44426	GD17505
CG44428	GD29534
Su(z)2	GD10936
CG44433	GD25367
CG44434	GD25368
CG44435	GD27605
sno	GD15897
CG44438	GD29582
CG44439	GD28187
CG44476	GD28750
CG44477	GD27826
CG44521	GD27253
CG44532	GD26861
Nna1	GD17141
CG44569	GD28769
zyd	GD15467
PDZ-GEF	GD23402
CrebB	GD17392
CG44574	GD28091
CG44622	GD27025
CG44623	GD28788
coro	GD10295
rdgC	GD14868
Tfb5	GD11985
ttv	GD11060
mv	GD13422
Zasp52	GD25597
